_id,State,Constituency,Party,Candidate Name,,,,
6829,Telangana,Nagarkurnool,Bahujan Samaj Party,BESAMOLLA  YOSEF,,,,
6830,Telangana,Nagarkurnool,Viduthalai Chiruthaigal Katchi,DASARI BHARATHI,,,,
6831,Telangana,Nagarkurnool,Bahujan Mukti Party,GADDAM VIJAY,,,,
6832,Telangana,Nagarkurnool,Bharat Rashtra Samithi,DR.R.S.PRAVEEN KUMAR,,,,
6833,Telangana,Nagarkurnool,Independent,GALIMUDI GEETHA,,,,
6834,Telangana,Nagarkurnool,Independent,BUDDHULA SRINIVAS,,,,
6835,Telangana,Nagarkurnool,Bharatiya Janata Party,BHARATH  PRASAD POTHUGANTI,,,,
6836,Telangana,Nagarkurnool,India Praja Bandhu Party,AMARNATH,,,,
6837,Telangana,Nagarkurnool,Vidhyarthula Rajakiya Party,VAGGU VINAY,,,,
6838,Telangana,Nagarkurnool,Independent,KARNE. SHIREESHA @ BARRELAKKA,,,,
6839,Telangana,Nagarkurnool,Alliance of Democratic Reforms Party,AMBOJU RAVI,,,,
6840,Telangana,Nagarkurnool,Independent,PALADHI NAGARAJU,,,,
6841,Telangana,Nagarkurnool,Indian National Congress,DR.MALLU RAVI,,,,
6842,Telangana,Nagarkurnool,Independent,PILLELA SRIKANTH,,,,
6843,Telangana,Nagarkurnool,Pyramid Party of India,PRASANGI,,,,
6844,Telangana,Nalgonda,Telangana Sakalajanula Party,JANAIAH NANDIPATI,,,,
6845,Telangana,Nalgonda,Independent,KINNERA YADAIAH,,,,
6846,Telangana,Nalgonda,Independent,LINGAM KRISHNA,,,,
6847,Telangana,Nalgonda,Independent,RAMESH SUNKARA,,,,
6848,Telangana,Nalgonda,Independent,MARRI NEHEMIAH,,,,
6849,Telangana,Nalgonda,Independent,GOLI SAIDULU,,,,
6850,Telangana,Nalgonda,Independent,KUNDARAPU SRIKANTH,,,,
6851,Telangana,Nalgonda,Independent,SHIRISHALA SRINAIAH,,,,
6852,Telangana,Nalgonda,Bharatiya Janata Party,SAIDI REDDY SHANAMPUDI,,,,
6853,Telangana,Nalgonda,Socialist Party (India),RACHA SUBHADRA REDDY,,,,
6854,Telangana,Nalgonda,Independent,PANUGOTU LALASINGH,,,,
6855,Telangana,Nalgonda,Bahujan Samaj Party,ANJAIAH VIRIGINENI,,,,
6856,Telangana,Nalgonda,Indian National Congress,KUNDURU RAGHUVEER,,,,
6857,Telangana,Nalgonda,Marxist Communist Party of India (United),VASKULA MATTAIAH,,,,
6858,Telangana,Nalgonda,Bharat Rashtra Samithi,KANCHARLA KRISHNA REDDY,,,,
6859,Telangana,Nalgonda,Dharma Samaj Party,THALARI RAMBABU,,,,
6860,Telangana,Nalgonda,Independent,RAVI PALAKURI,,,,
6861,Telangana,Nalgonda,Independent,POLISHETTY VENKATESHWARLU,,,,
6862,Telangana,Nalgonda,Independent,MARAM VENKAT REDDY,,,,
6863,Telangana,Nalgonda,Independent,KUKKALA VENKANNA,,,,
6864,Telangana,Nalgonda,Independent,NAGARAJU BANDARU,,,,
6865,Telangana,Nalgonda,Independent,CHOLLETI PRABHAKAR,,,,
6866,Telangana,Bhongir,Independent,JANGA. SUJATHANAVEEN REDDY,,,,
6867,Telangana,Bhongir,Independent,MALLEBOINA PARAMESH YADAV,,,,
6868,Telangana,Bhongir,Prajavani  Party,LINGIDI. VENKATESWARLU,,,,
6869,Telangana,Bhongir,Communist Party of India  (Marxist),MAHAMD JAHANGIR,,,,
6870,Telangana,Bhongir,Independent,KARINGULA YADAGIRI,,,,
6871,Telangana,Bhongir,Dharma Samaj Party,KONGARI LINGA SWAMY,,,,
6872,Telangana,Bhongir,Independent,KANDE. RAMARAJU,,,,
6873,Telangana,Bhongir,Independent,BUSHIPAKA VENKATAIAH,,,,
6874,Telangana,Bhongir,National Maha Sabha Party,KOTHOJU SRINIVASU,,,,
6875,Telangana,Bhongir,Indian National Congress,CHAMALA KIRAN KUMAR REDDY,,,,
6876,Telangana,Bhongir,Viduthalai Chiruthaigal Katchi,ERRA SURYAM,,,,
6877,Telangana,Bhongir,Jai Swaraj Party,NARENDRAA VEMULA,,,,
6878,Telangana,Bhongir,Independent,DR : MORIGADI KRISHNA,,,,
6879,Telangana,Bhongir,Bahujan Samaj Party,AITARAJU ABENDER,,,,
6880,Telangana,Bhongir,Independent,VARIKUPPALA. KRISHNA VADDERA,,,,
6881,Telangana,Bhongir,Independent,NUNE VENKAT SWAMY,,,,
6882,Telangana,Bhongir,Independent,UDARI MALLESH,,,,
6883,Telangana,Bhongir,Independent,ANIL KUMAR GADEPAKA,,,,
6884,Telangana,Bhongir,Bharatiya Janata Party,DR. BOORA NARSAIAH GOUD,,,,
6885,Telangana,Bhongir,Jai Maha Bharath Party,DHERAVATH GOPI NAIK,,,,
6886,Telangana,Bhongir,People Protection Party,V. SADANANDA REDDY,,,,
6887,Telangana,Bhongir,Independent,AMIREDDY KIRAN REDDY,,,,
6888,Telangana,Bhongir,National Nava Kranthi Party,PULIGILLA BIXAPATHI YADAV,,,,
6889,Telangana,Bhongir,Jai Bharat National Party,KARUNAKAR REDDY NALLA,,,,
6890,Telangana,Bhongir,Telangana Republican Party,KANDADI. MANIPAL REDDY,,,,
6891,Telangana,Bhongir,Bharat Rashtra Samithi,KYAMA MALLESH,,,,
6892,Telangana,Bhongir,Pyramid Party of India,M. GANESH,,,,
6893,Telangana,Bhongir,Telangana Rashtra Punahnirmana Samithi,POOSA SRINIVAS,,,,
6894,Telangana,Bhongir,Independent,ASURA BALU,,,,
6895,Telangana,Bhongir,Social Justice Party of India,TARIGOPPULA MAHENDER,,,,
6896,Telangana,Bhongir,Alliance of Democratic Reforms Party,RAMESH GOUD THALLAPELLY,,,,
6897,Telangana,Bhongir,Independent,PENTA RAMESH,,,,
6898,Telangana,Bhongir,Independent,"KONGARI, MALLAIAH",,,,
6899,Telangana,Bhongir,Independent,BASHABOINA LAKSHMAIAH,,,,
6900,Telangana,Bhongir,Bahujan Republican  Socialist Party,KADIRE KIRAN KUMAR,,,,
6901,Telangana,Bhongir,Socialist Party (India),RACHA SUBHADRA REDDY,,,,
6902,Telangana,Bhongir,Independent,CHANDU NAYAK MEGAVATH,,,,
6903,Telangana,Bhongir,Independent,NARRI. SWAMY KURUMA,,,,
6904,Telangana,Bhongir,Independent,BETHI NARENDER,,,,
6905,Telangana,Warangal,Independent,GANNARAPU RAVINDER,,,,
6906,Telangana,Warangal,Independent,GANIPAKA PRADEEP,,,,
6907,Telangana,Warangal,Independent,RK GANAPURAM,,,,
6908,Telangana,Warangal,Independent,THANDRA ESHWAR,,,,
6909,Telangana,Warangal,Independent,DHAYAKAR GAJJI,,,,
6910,Telangana,Warangal,Independent,CHILUMULLA SUJATHA,,,,
6911,Telangana,Warangal,Bharatiya Janata Party,AROORI RAMESH,,,,
6912,Telangana,Warangal,Independent,MANGALAPELLI ASHAIAH,,,,
6913,Telangana,Warangal,Jai Maha Bharath Party,S P K  SAGAR,,,,
6914,Telangana,Warangal,Jai Bharat National Party,Dr GADAM MALLESH,,,,
6915,Telangana,Warangal,Dharma Samaj Party,MEKALA SUMAN,,,,
6916,Telangana,Warangal,Marxist Communist Party of India (United),KOTHAPALLI SAVITHRI,,,,
6917,Telangana,Warangal,Bahujan Samaj Party,KALPANA PANJA,,,,
6918,Telangana,Warangal,Independent,BASHIPAKA SUDHAKAR,,,,
6919,Telangana,Warangal,Independent,GADDAM CHIRANJEEVI,,,,
6920,Telangana,Warangal,Independent,ROOPA POLEPAKA,,,,
6921,Telangana,Warangal,Bharat Rashtra Samithi,Dr. MARAPALLY SUDHEER KUMAR,,,,
6922,Telangana,Warangal,Republican Party of India (Athawale),PASULA RAVI,,,,
6923,Telangana,Warangal,Independent,MOTHKUPELLY PRABHAKAR,,,,
6924,Telangana,Warangal,Independent,BOLLAM VIJAY KUMAR,,,,
6925,Telangana,Warangal,Independent,THATIKAYALA SATHISH BABU,,,,
6926,Telangana,Warangal,Rashtriya Praja Congress  (Secular),DEVARAJU PENDELA,,,,
6927,Telangana,Warangal,Independent,PUTTA VINOD KUMAR,,,,
6928,Telangana,Warangal,Independent,BOCHU RAJU,,,,
6929,Telangana,Warangal,Independent,CHILUVERU PRATHAP,,,,
6930,Telangana,Warangal,Independent,MANDA NARESH,,,,
6931,Telangana,Warangal,Indian National Congress,KADIYAM KAVYA,,,,
6932,Telangana,Warangal,Aihra National Party,BUNGA JYOTHI RAMANA,,,,
6933,Telangana,Warangal,Independent,PAITHARA ACHYUTH,,,,
6934,Telangana,Warangal,Independent,ANIL KUMAR GADEPAKA,,,,
6935,Telangana,Warangal,Independent,KOYYADA NARESH,,,,
6936,Telangana,Warangal,Independent,PRAMEELA JANNU,,,,
6937,Telangana,Warangal,Independent,KONGARA ANIL KUMAR,,,,
6938,Telangana,Warangal,Viduthalai Chiruthaigal Katchi,MACHA DEVENDER,,,,
6939,Telangana,Warangal,Independent,POTHARAJU NARASIMHARAJU,,,,
6940,Telangana,Warangal,Independent,POGULA ASHOK,,,,
6941,Telangana,Warangal,Independent,RAMESH BABU SHANIGARAPU,,,,
6942,Telangana,Warangal,Independent,THALLAPALLY VENKATAIAH,,,,
6943,Telangana,Warangal,Independent,BARIGELA SHIVA,,,,
6944,Telangana,Warangal,Independent,S P K  SAGAR,,,,
6945,Telangana,Warangal,Mana Telangana Rashtra Samaikya Party,AR NENA PREM READY RIPEEKA,,,,
6946,Telangana,Warangal,Independent,AR NENA PREM READY RIPEEKA,,,,
6947,Telangana,Warangal,Pyramid Party of India,NARMADA PRAVEEN,,,,
6948,Telangana,Warangal,Alliance of Democratic Reforms Party,AMBOJU BUDDAIAH,,,,
6949,Telangana,Mahabubabad,Independent,BODA PRASHANTH,,,,
6950,Telangana,Mahabubabad,Independent,BANOTH PREM NAYAK [BPN],,,,
6951,Telangana,Mahabubabad,Independent,DV NAIK,,,,
6952,Telangana,Mahabubabad,Independent,GUGULOTH SHEKAR NAIK,,,,
6953,Telangana,Mahabubabad,All India Forward Bloc,ARUN KUMAR MYPATHI,,,,
6954,Telangana,Mahabubabad,Bahujan Samaj Party,KONETI SUJATHA,,,,
6955,Telangana,Mahabubabad,Dharma Samaj Party,RAVVA. BHADRAMMA,,,,
6956,Telangana,Mahabubabad,Independent,ANIL KUMAR BODA,,,,
6957,Telangana,Mahabubabad,Socialist Party (India),BURKA KRISHNAVENI,,,,
6958,Telangana,Mahabubabad,Bharat Rashtra Samithi,KAVITHA MALOTH,,,,
6959,Telangana,Mahabubabad,Telangana Jaghir Party,VANKUDOTHU RAVI KUMAR (RAVANNA),,,,
6960,Telangana,Mahabubabad,Gondvana Gantantra Party,SOYAM KANNA RAJU,,,,
6961,Telangana,Mahabubabad,Bharatiya Janata Party,PROFESSOR. AZMEERA SEETARAM NAIK,,,,
6962,Telangana,Mahabubabad,Blue India Party,BANOTHU LINGANNA,,,,
6963,Telangana,Mahabubabad,Gondwana Dandkaranya Party,SODE VENKATESWARLU,,,,
6964,Telangana,Mahabubabad,Independent,BANOTH LINGYA NAIK,,,,
6965,Telangana,Mahabubabad,Indian National Congress,BALRAM NAIK PORIKA,,,,
6966,Telangana,Mahabubabad,Independent,PAYAM.SINGARAJU,,,,
6967,Telangana,Mahabubabad,Independent,MOKALLA MURALIKRISHNA,,,,
6968,Telangana,Mahabubabad,Independent,CHANDA LINGAIAH,,,,
6969,Telangana,Mahabubabad,Independent,PADIGA YARRAIAH,,,,
6970,Telangana,Mahabubabad,Independent,DURGA PALVANCHA,,,,
6971,Telangana,Mahabubabad,Alliance of Democratic Reforms Party,RAGHU VARMA JATOTHU,,,,
6972,Telangana,Khammam,Independent,SHAIK MOHMED RASOOL,,,,
6973,Telangana,Khammam,Independent,M. RAVI CHANDAR CHOWHAN,,,,
6974,Telangana,Khammam,Independent,THAMBALLA RAVI,,,,
6975,Telangana,Khammam,Independent,BANDARU NAGARAJU,,,,
6976,Telangana,Khammam,Telugu Rajadhikara Samiti Party,CHILAKABATHINI STALIN,,,,
6977,Telangana,Khammam,Independent,CHILAKABATHINI STALIN,,,,
6978,Telangana,Khammam,Independent,GANGIREDDY KOTI REDDY,,,,
6979,Telangana,Khammam,Independent,SHAIK KHALEEL PASHA,,,,
6980,Telangana,Khammam,Independent,SHAIK BAJI BABA,,,,
6981,Telangana,Khammam,All India National Raksha Sena,NAGESWARA RAO LAKAVATH,,,,
6982,Telangana,Khammam,Independent,ULLENGALA YADAGIRI,,,,
6983,Telangana,Khammam,Indian National Congress,RAMASAHAYAM RAGHURAM REDDY,,,,
6984,Telangana,Khammam,Independent,MALAMPATI SURYANARAYANA,,,,
6985,Telangana,Khammam,Jai Bharat National Party,BHATTU SRINIVAS,,,,
6986,Telangana,Khammam,Independent,MUTYAM ARJUNA RAJU,,,,
6987,Telangana,Khammam,Bharat Rashtra Samithi,NAMA NAGESWARA RAO,,,,
6988,Telangana,Khammam,Jaibhim Rao Bharat Party,KOPPULA SRINIVASA RAO,,,,
6989,Telangana,Khammam,Independent,NAGESWARA RAO LAKAVATH,,,,
6990,Telangana,Khammam,Independent,SHAIK AJJULU,,,,
6991,Telangana,Khammam,Independent,VASAM RAMAKRISHNA DORA,,,,
6992,Telangana,Khammam,Bahujan Samaj Party,ADVOCATE YERRA KAAMESH,,,,
6993,Telangana,Khammam,Independent,LINGALA RAVI KUMAR,,,,
6994,Telangana,Khammam,Sakala Janula Party,PAPETLA RAMAMURTHY,,,,
6995,Telangana,Khammam,Bharatiya Janata Party,VINOD RAO TANDRA,,,,
6996,Telangana,Khammam,Independent,SHAIK SIRAJUDDIN,,,,
6997,Telangana,Khammam,Independent,KASIMALLA NAGESWARA RAO,,,,
6998,Telangana,Khammam,Independent,AVUTAPALLI RAMBABU,,,,
6999,Telangana,Khammam,Pyramid Party of India,ANANDA PRASAD KASINA,,,,
7000,Telangana,Khammam,Independent,KATUKOJWALA NAGESWAR RAO,,,,
7001,Telangana,Khammam,Socialist Party (India),ANWAR RAICE,,,,
7002,Telangana,Khammam,Independent,MADDISETTY YERRAPPA @ AJAY,,,,
7003,Telangana,Khammam,Independent,ANIL KUMAR MADDINENI,,,,
7004,Telangana,Khammam,Independent,EDURUGATLA CHITTI MALLU,,,,
7005,Telangana,Khammam,Bahujana Left Party,ANTHONI SURESH,,,,
7006,Telangana,Khammam,Independent,TEJAVATH JOGRAM NAIK,,,,
7007,Telangana,Khammam,Independent,LINGAIAH DANDA,,,,
7008,Telangana,Khammam,Alliance of Democratic Reforms Party,KUKKALA NAGAIAH,,,,
7009,Tripura,Tripura West,Bharatiya Janata Party,BIPLAB KUMAR DEB,,,,
7010,Tripura,Tripura West,Indian National Congress,ASISH KUMAR SAHA,,,,
7011,Tripura,Tripura West,Bahujan Mukti Party,BRAJALAL DEBNATH,,,,
7012,Tripura,Tripura West,Socialist Unity Centre Of India (COMMUNIST),ARUN KUMAR BHAUMIK,,,,
7013,Tripura,Tripura West,Republican Party of India (A),ARNAB ROY,,,,
7014,Tripura,Tripura West,Independent,BALARAM DEBBARMA,,,,
7015,Tripura,Tripura West,Independent,BRAJALAL DEBNATH,,,,
7016,Tripura,Tripura West,Independent,RAMENDRA REANG,,,,
7017,Tripura,Tripura West,Independent,GOURI SANKAR NANDI,,,,
7018,Tripura,Tripura West,Independent,MILAN PADA MURASING,,,,
7019,Tripura,Tripura East,Independent,SANTOJOY TRIPURA,,,,
7020,Tripura,Tripura East,Independent,SHIB CHANDRA DEBBARMA,,,,
7021,Tripura,Tripura East,Independent,ARCHANA URANG,,,,
7022,Tripura,Tripura East,Independent,SATRUGHNA JAMATIA,,,,
7023,Tripura,Tripura East,Communist Party of India  (Marxist),RAJENDRA REANG,,,,
7024,Tripura,Tripura East,Independent,KALPA MOHAN TRIPURA,,,,
7025,Tripura,Tripura East,Independent,DARSHAN KUMAR REANG,,,,
7026,Tripura,Tripura East,Independent,KRISHNA MOHAN JAMATIA,,,,
7027,Tripura,Tripura East,Bharatiya Janata Party,KRITI DEVI DEBBARMAN,,,,
7028,Uttar Pradesh,Saharanpur,Independent,KAMRAN,,,,
7029,Uttar Pradesh,Saharanpur,Bharatiya Janata Party,RAGHAV LAKHANPAL,,,,
7030,Uttar Pradesh,Saharanpur,Independent,TASMEEM BANO,,,,
7031,Uttar Pradesh,Saharanpur,Akhil Bhartiya Parivar Party,MOHD INAM,,,,
7032,Uttar Pradesh,Saharanpur,Independent,RAJKUMAR,,,,
7033,Uttar Pradesh,Saharanpur,Bahujan Samaj Party,MAJID ALI,,,,
7034,Uttar Pradesh,Saharanpur,Independent,SHAHBAJ,,,,
7035,Uttar Pradesh,Saharanpur,Indian National Congress,IMRAN MASOOD,,,,
7036,Uttar Pradesh,Saharanpur,Independent,SHABNAM,,,,
7037,Uttar Pradesh,Saharanpur,Independent,RASHID KHAN,,,,
7038,Uttar Pradesh,Kairana,Independent,MOHD KADIR,,,,
7039,Uttar Pradesh,Kairana,Aapki Apni Party (Peoples),NAND KISHOOR,,,,
7040,Uttar Pradesh,Kairana,Independent,VIKRAM SINGH,,,,
7041,Uttar Pradesh,Kairana,Independent,SHOKINDER KUMAR,,,,
7042,Uttar Pradesh,Kairana,Independent,VIKAS KUMAR,,,,
7043,Uttar Pradesh,Kairana,Independent,YOGESH,,,,
7044,Uttar Pradesh,Kairana,Bharatiya Janata Party,PRADEEP KUMAR,,,,
7045,Uttar Pradesh,Kairana,Social Democratic Party Of India,JAHID,,,,
7046,Uttar Pradesh,Kairana,Azad Adhikar Sena,OMBEER,,,,
7047,Uttar Pradesh,Kairana,Independent,MANOJ RANA,,,,
7048,Uttar Pradesh,Kairana,Akhand Bharat Swatantra Party,VIKRAM SAINI,,,,
7049,Uttar Pradesh,Kairana,Bahujan Samaj Party,SRIPAL,,,,
7050,Uttar Pradesh,Kairana,Rashtriya Mazdoor Ekta Party,PRITI KASHYAP,,,,
7051,Uttar Pradesh,Kairana,Samajwadi Party,IQRA CHOUDHARY,,,,
7052,Uttar Pradesh,Muzaffarnagar,Independent,MANUJ VERMA,,,,
7053,Uttar Pradesh,Muzaffarnagar,Independent,RESHU SHARMA,,,,
7054,Uttar Pradesh,Muzaffarnagar,Independent,SUNIL TYAGI,,,,
7055,Uttar Pradesh,Muzaffarnagar,Independent,SHASHIKANT SHAMAR,,,,
7056,Uttar Pradesh,Muzaffarnagar,Independent,ANKUR,,,,
7057,Uttar Pradesh,Muzaffarnagar,Vishal Janta Party,BIRBAL SINGH,,,,
7058,Uttar Pradesh,Muzaffarnagar,Rashtrawadi Janlok Party (Satya),KAVITA,,,,
7059,Uttar Pradesh,Muzaffarnagar,Bahujan Samaj Party,DARA SINGH PRAJAPATI,,,,
7060,Uttar Pradesh,Muzaffarnagar,Jai Samta Party,NEEL KUMAR,,,,
7061,Uttar Pradesh,Muzaffarnagar,Bharatiya Janata Party,SANJEEV KUMAR BALYAN,,,,
7062,Uttar Pradesh,Muzaffarnagar,Samajwadi Party,HARENDRA SINGH MALIK,,,,
7063,Uttar Pradesh,Bijnor,Independent,ZAHEER,,,,
7064,Uttar Pradesh,Bijnor,Jai Samta Party,ABDUL BARI,,,,
7065,Uttar Pradesh,Bijnor,Independent,CHANDAN SINGH,,,,
7066,Uttar Pradesh,Bijnor,Independent,DEEPAK KUMAR,,,,
7067,Uttar Pradesh,Bijnor,Samajwadi Party,DEEPAK,,,,
7068,Uttar Pradesh,Bijnor,Independent,MOHD. SHAHJAD,,,,
7069,Uttar Pradesh,Bijnor,Rashtriya Lok Dal,CHANDAN CHAUHAN,,,,
7070,Uttar Pradesh,Bijnor,Majloom Samaj Party,FARMAN,,,,
7071,Uttar Pradesh,Bijnor,Bahujan Samaj Party,VIJENDER SINGH,,,,
7072,Uttar Pradesh,Bijnor,Peoples Party of India (Democratic),RAJAPAL,,,,
7073,Uttar Pradesh,Bijnor,Majdoor Kisan Union Party,RAMDHAN SINGH,,,,
7074,Uttar Pradesh,Nagina,Independent,SANJEEV KUMAR,,,,
7075,Uttar Pradesh,Nagina,Independent,JOGENDRA,,,,
7076,Uttar Pradesh,Nagina,Bharatiya Janata Party,OM KUMAR,,,,
7077,Uttar Pradesh,Nagina,Aazad Samaj Party (Kanshi Ram),CHANDRASHEKHAR,,,,
7078,Uttar Pradesh,Nagina,Samajwadi Party,MANOJ KUMAR,,,,
7079,Uttar Pradesh,Nagina,Bahujan Samaj Party,SURENDRA PAL SINGH,,,,
7080,Uttar Pradesh,Moradabad,Apna Haq Party,AJAY YADAV,,,,
7081,Uttar Pradesh,Moradabad,Samata Party,SHAKIL AHMED,,,,
7082,Uttar Pradesh,Moradabad,Rashtriya Congress(J) Party,GANGARAM SHARMA,,,,
7083,Uttar Pradesh,Moradabad,Samajwadi Party,RUCHI VIRA,,,,
7084,Uttar Pradesh,Moradabad,Independent,MUSHARRAT HUSAIN,,,,
7085,Uttar Pradesh,Moradabad,Independent,AMARJEET SINGH JATAV,,,,
7086,Uttar Pradesh,Moradabad,Independent,MOHD JAMSHED,,,,
7087,Uttar Pradesh,Moradabad,Socialist Unity Centre Of India (COMMUNIST),HAR KISHORE SINGH,,,,
7088,Uttar Pradesh,Moradabad,Bahujan Samaj Party,MO IRFAN,,,,
7089,Uttar Pradesh,Moradabad,Bharatiya Bahujan Samta Party,ONKAR SINGH,,,,
7090,Uttar Pradesh,Moradabad,Independent,SADHNA SINGH,,,,
7091,Uttar Pradesh,Moradabad,Bharatiya Janata Party,KUNWAR SARVESH KUMAR,,,,
7092,Uttar Pradesh,Rampur,Independent,MEHMOOD PRACHA,,,,
7093,Uttar Pradesh,Rampur,Samajwadi Party,MOHIBBULLAH,,,,
7094,Uttar Pradesh,Rampur,Minorities Democratic Party,ARSHAD WARSI,,,,
7095,Uttar Pradesh,Rampur,Bahujan Samaj Party,ZEESHAN KHAN,,,,
7096,Uttar Pradesh,Rampur,Bharatiya Janata Party,GHANSHYAM SINGH LODHI,,,,
7097,Uttar Pradesh,Rampur,Independent,SHIV PRASAD,,,,
7098,Uttar Pradesh,Sambhal,Independent,WASEEM SO MOH SHAMIM,,,,
7099,Uttar Pradesh,Sambhal,Log Party,PAVAN KUMAR,,,,
7100,Uttar Pradesh,Sambhal,Independent,MAHANDRA SINGH,,,,
7101,Uttar Pradesh,Sambhal,Samajwadi Party,ZIA UR REHMAN,,,,
7102,Uttar Pradesh,Sambhal,Independent,MOHD WASEEM SO MOHD FAREED,,,,
7103,Uttar Pradesh,Sambhal,Janta Shashan Party,JAYGAMUL ISLAM,,,,
7104,Uttar Pradesh,Sambhal,Independent,ANUJ VARSHNEY,,,,
7105,Uttar Pradesh,Sambhal,Bharatiya Janata Party,PARMESHWAR LAL SAINI,,,,
7106,Uttar Pradesh,Sambhal,Kisan Kranti Dal,SANTOSH,,,,
7107,Uttar Pradesh,Sambhal,Independent,TAUFIK AHAMAD,,,,
7108,Uttar Pradesh,Sambhal,Peace Party,DR RASHID,,,,
7109,Uttar Pradesh,Sambhal,Bahujan Samaj Party,CHAUDHARY SAULAT ALI,,,,
7110,Uttar Pradesh,Amroha,Akhil Bhartiya Parivar Party,SUHEL HAIDER,,,,
7111,Uttar Pradesh,Amroha,Independent,NAEEMUDDIN,,,,
7112,Uttar Pradesh,Amroha,Independent,SURESH,,,,
7113,Uttar Pradesh,Amroha,Independent,DHANISH,,,,
7114,Uttar Pradesh,Amroha,Independent,JEETPAL RANA,,,,
7115,Uttar Pradesh,Amroha,Bahujan Samaj Party,MUJAHID HUSAIN,,,,
7116,Uttar Pradesh,Amroha,Independent,KASHIF HUSAIN,,,,
7117,Uttar Pradesh,Amroha,Indian National Congress,KUNWAR DANISH ALI,,,,
7118,Uttar Pradesh,Amroha,Independent,KUMDESH KUMAR,,,,
7119,Uttar Pradesh,Amroha,Independent,NARENDRA SINGH,,,,
7120,Uttar Pradesh,Amroha,Bharatiya Janata Party,KANWAR SINGH TANWAR,,,,
7121,Uttar Pradesh,Amroha,Independent,KUSHAGRA,,,,
7122,Uttar Pradesh,Meerut,Samajwadi Party,SUNITA VERMA,,,,
7123,Uttar Pradesh,Meerut,Sabse Achchhi Party,HAJI  AFZAL,,,,
7124,Uttar Pradesh,Meerut,Social Democratic Party Of India,ABID HUSAIN,,,,
7125,Uttar Pradesh,Meerut,Majloom Samaj Party,LIYAKAT,,,,
7126,Uttar Pradesh,Meerut,Jai Hind National Party,DR HIMANSHU BHATNAGAR,,,,
7127,Uttar Pradesh,Meerut,Bahujan Samaj Party,DEVVRAT KUMAR TYAGI,,,,
7128,Uttar Pradesh,Meerut,Bharatiya Janata Party,ARUN GOVIL,,,,
7129,Uttar Pradesh,Meerut,Rashtriya Shoshit Samaj Party,BHUPENDRA PAL URF BHUPPI BHAI,,,,
7130,Uttar Pradesh,Baghpat,Swatantra Jantaraj Party,SUKHVIR SINGH,,,,
7131,Uttar Pradesh,Baghpat,Samajwadi Party,AMARPAL,,,,
7132,Uttar Pradesh,Baghpat,Sarvjan Lok Shakti Party,RUBY KASHYAP,,,,
7133,Uttar Pradesh,Baghpat,Bahujan Samaj Party,PRAVEEN BANSAL,,,,
7134,Uttar Pradesh,Baghpat,Azad Adhikar Sena,MUKESH KUMAR SHARMA,,,,
7135,Uttar Pradesh,Baghpat,Sarvjan Samta Party,MAHENDER SINGH,,,,
7136,Uttar Pradesh,Baghpat,Rashtriya Lok Dal,DR RAJKUMAR SANGWAN,,,,
7137,Uttar Pradesh,Ghaziabad,Rashtra Nirman Party,ANAND KUMAR,,,,
7138,Uttar Pradesh,Ghaziabad,Samaj Vikas Kranti Party,NAMAHA,,,,
7139,Uttar Pradesh,Ghaziabad,Independent,AURANGJEB,,,,
7140,Uttar Pradesh,Ghaziabad,Independent,ABHISHEK PUNDIR,,,,
7141,Uttar Pradesh,Ghaziabad,Independent,KAVITA,,,,
7142,Uttar Pradesh,Ghaziabad,Indian National Congress,DOLLY SHARMA,,,,
7143,Uttar Pradesh,Ghaziabad,Bharatiya Janata Party,ATUL GARG,,,,
7144,Uttar Pradesh,Ghaziabad,Rashtriya Jan Karmath Party,ANSUL GUPTA,,,,
7145,Uttar Pradesh,Ghaziabad,Bahujan Samaj Party,NAND KISHOR PUNDIR,,,,
7146,Uttar Pradesh,Ghaziabad,Independent,RAVI KUMAR PANCHAL,,,,
7147,Uttar Pradesh,Ghaziabad,Independent,AVDESH KUMAR,,,,
7148,Uttar Pradesh,Ghaziabad,Right to Recall Party,POOJA SAXENA,,,,
7149,Uttar Pradesh,Ghaziabad,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),DHIRENDRA SINGH BHADAURIYA,,,,
7150,Uttar Pradesh,Ghaziabad,Independent,NATTHUSINGH CHAUDHARY,,,,
7151,Uttar Pradesh,Gautam Buddha Nagar,Viro Ke Vir Indian Party,BHIM PRAKASH JIGYASU,,,,
7152,Uttar Pradesh,Gautam Buddha Nagar,Independent,PARAG KAUSHIK,,,,
7153,Uttar Pradesh,Gautam Buddha Nagar,Loktantrik Janshakti Party,KM. SHALU,,,,
7154,Uttar Pradesh,Gautam Buddha Nagar,Jai Hind National Party,RAJEEV MISHRA,,,,
7155,Uttar Pradesh,Gautam Buddha Nagar,Bhartiya Rashtriya Jansatta,NARESH NAUTIYAL,,,,
7156,Uttar Pradesh,Gautam Buddha Nagar,Akhil Bhartiya Parivar Party,MANISH KUMAR DWIVEDI,,,,
7157,Uttar Pradesh,Gautam Buddha Nagar,Independent,MOHD. MUMTAJ AALAM,,,,
7158,Uttar Pradesh,Gautam Buddha Nagar,Bharatiya Janata Party,DR. MAHESH SHARMA,,,,
7159,Uttar Pradesh,Gautam Buddha Nagar,Independent,SHIVAM ASHUTOSH,,,,
7160,Uttar Pradesh,Gautam Buddha Nagar,Super Power India Party,RAN SINGH DUDEE,,,,
